full_text,id_str,created_at,username,user_id_str,lang,location,quote_count,reply_count,retweet_count,favorite_count,tweet_url,mentions,mention_count,target,source
@trihar_v @mecimapro iya kak tadi juga lihat m mau bikin ent,1.92979891442704E+018,2025-06-03 07:14:49+00:00,@imdrum_dw,1.2072346943806E+018,in,,0,0,0,0,https://x.com/imdrum_dw/status/1929798914427048388,"['trihar_v', 'mecimapro']",2,trihar_v,@imdrum_dw
Halo My Day Bagi yang belum menerima pengembalian dana (refund) dari MECIMAPRO dan telah mengisi Form Kawal Refund mohon untuk mengecek email yang dikirim dari mail@mydayberserikat.org Tertanda My Day Berserikat,1.9298768077526E+018,2025-06-03 12:24:21+00:00,@mydayberserikat,1.70958071343421E+018,in,,145,0,823,933,https://x.com/mydayberserikat/status/1929876807752601741,['mydayberserikat'],1,mydayberserikat,@mydayberserikat
kata aku mah buruan refund deh @mecimapro #KawalRefundMecima,1.93007813109394E+018,2025-06-04 01:44:20+00:00,@faniityy,352182564,in,,0,0,0,0,https://x.com/faniityy/status/1930078131093942304,['mecimapro'],1,mecimapro,@faniityy
jangan lupa refund @mecimapro,1.93007926652138E+018,2025-06-04 01:48:50+00:00,@blckrosesoonday,1.37021401696718E+018,in,,0,0,1,3,https://x.com/blckrosesoonday/status/1930079266521387302,['mecimapro'],1,mecimapro,@blckrosesoonday
REFUND DAY6 LANJUTIN WOIII @mecimapro,1.9304775459439E+018,2025-06-05 04:11:28+00:00,@junshrek,55474501,in,,0,0,0,0,https://x.com/junshrek/status/1930477545943904689,['mecimapro'],1,mecimapro,@junshrek
Tuhkan ah psti ngomongin konser sm om gue iya itu konser day6 tuh yg duitnya belum dibalikin sm @mecimapro ,1.93049775079126E+018,2025-06-05 05:31:45+00:00,@paawcha,1.29172525238955E+018,in,,0,1,0,0,https://x.com/paawcha/status/1930497750791262613,['mecimapro'],1,mecimapro,@paawcha
Ayo coba tebak-tebakan apakah nanti refund mecima udah kelar sebelum fanmeet day6 @mecimapro,1.93129103974857E+018,2025-06-07 10:04:00+00:00,@narhania,1.41806534596582E+018,in,,0,0,0,0,https://x.com/narhania/status/1931291039748575541,['mecimapro'],1,mecimapro,@narhania
@mecimapro buruan refund duitku mau siap2 beli md fanmeet day6 nihh #MECIMA_NOT_PROfessional,1.93130455205535E+018,2025-06-07 10:57:41+00:00,@susay_n,7.97794022429315E+017,in,,0,0,2,0,https://x.com/susay_n/status/1931304552055357823,['mecimapro'],1,mecimapro,@susay_n
Halo onty @mecimapro kpn proses refundnya berjalan lagi? Ini day6 dari konser finale sampe skrg mau ada fanmeet ga ada penambahan refund yg signifikan blm sampe 50% yg membership mcp. Masa nanti sampe day6 ngadain konser anniv 10th bahkan tps ga selesai2. Tolong dipercepat lah,1.93130843216823E+018,2025-06-07 11:13:06+00:00,@eternatcha,8.55014815902736E+017,in,,1,0,64,65,https://x.com/eternatcha/status/1931308432168235394,['mecimapro'],1,mecimapro,@eternatcha
Day6 udh mau fanmeet lu belum kelar refund.. @.mecimapro,1.93132067025818E+018,2025-06-07 12:01:44+00:00,@ichinicchan_,1.04881857767803E+018,in,,0,0,0,0,https://x.com/ichinicchan_/status/1931320670258180132,[],0,,@ichinicchan_
#KawalRefundMecima Hari ke-55 Update per Minggu 8 Juni 2025 pukul 18.00 WIB Berdasarkan data yang masuk melalui Form Kawal Refund Mecima hingga saat ini belum tercatat adanya proses refund baru yang dilakukan oleh MECIMAPRO selama 11 hari terakhir. Proses refund terakhir https://t.co/0swqh77n76,1.93169282124264E+018,2025-06-08 12:40:32+00:00,@mydayberserikat,1.70958071343421E+018,in,,141,0,493,422,https://x.com/mydayberserikat/status/1931692821242646741,[],0,,@mydayberserikat
Gw ga akan lupakan @mecimapro gimana cara lu bikin gw hilang spark sm day6 ya tai. Beneran gw udh ga mau tau apapun ttg day6 gara2 lu,1.93175597037348E+018,2025-06-08 16:51:28+00:00,@thehoetak,1.65480911912635E+018,in,,0,0,0,0,https://x.com/thehoetak/status/1931755970373488932,['mecimapro'],1,mecimapro,@thehoetak
@mecimapro waktu lu buat refund yg day6 tinggal 2 hari lagi ye. besok sm lusa. jangan sampe ade berita lagi lu mundurin deadline-nya seenak jidat lu,1.9320578203983E+018,2025-06-09 12:50:54+00:00,@maps_of_my_soul,1.84838692116221E+018,in,,0,0,0,0,https://x.com/maps_of_my_soul/status/1932057820398309881,['mecimapro'],1,mecimapro,@maps_of_my_soul
@mecimapro buruan refund padet banget ini acara bareng day6 butuh duit buat beli md dan album Dapet selentingan kamu lg kumpul2? Ngapain mau gerebek warga? Buruan dehh refund!!! #MECIMA_NOT_PROfessional,1.93207725041088E+018,2025-06-09 14:08:07+00:00,@susay_n,7.97794022429315E+017,in,,0,0,1,0,https://x.com/susay_n/status/1932077250410885323,['mecimapro'],1,mecimapro,@susay_n
░S░E░L░A░M░A░T░ ░P░A░G░I░ ░I░B░U░ ░D░A░N░ ░J░A░J░A░R░A░N░ ░S░U░N░S░H░I░N░E░ @mecimapro mengingatkan kalau 🅱🅴🆂🅾🅺 adalah tenggat waktu yang diumumkan sebagai ˜ *° .˜ *° 𝗣𝗘𝗡𝗬𝗘𝗟𝗘𝗦𝗔𝗜𝗔𝗡 𝗥𝗘𝗙𝗨𝗡𝗗 𝗦𝗘𝗠𝗨𝗔 https://t.co/junmR2MTBl,1.93227261448522E+018,2025-06-10 03:04:25+00:00,@timelessungjin,1.38620781527914E+018,in,,2,0,230,290,https://x.com/timelessungjin/status/1932272614485221680,['mecimapro'],1,mecimapro,@timelessungjin
Uang ku dr day6 dan xdiz kapan direfundnya? @mecimapro,1.93229351105716E+018,2025-06-10 04:27:27+00:00,@cerisejelly,619645783,in,,1,1,0,0,https://x.com/cerisejelly/status/1932293511057170598,['mecimapro'],1,mecimapro,@cerisejelly
Samlekom bapak ibu yg tirhirmit @mecimapro ini gmn nasib duit temen2 gue yg blm direfund? Udah tanggal 10 Juni loh ini...... #KawalRefundMecima Dan hayyy bapak2 dan ibu @BPKN_RI ??? Udah nih menindak mecima? Belom kelar loh sampe skrng refund tiket day6 dan xh yg postponed...,1.93231101765842E+018,2025-06-10 05:37:01+00:00,@ghsmsyrf__,1.0326262378799E+018,in,,0,0,2,0,https://x.com/ghsmsyrf__/status/1932311017658438031,"['mecimapro', 'BPKN_RI']",2,mecimapro,@ghsmsyrf__
diem-diem bae lu @mecimapro bayar utang gih,1.93234622661748E+018,2025-06-10 07:56:56+00:00,@TWYWLFTV,1951515212,in,,0,0,0,0,https://x.com/TWYWLFTV/status/1932346226617495609,['mecimapro'],1,mecimapro,@TWYWLFTV
SEGERA SELESAIKAN REFUND DAY6 @mecimapro !,1.93234753337806E+018,2025-06-10 08:02:07+00:00,@junshrek,55474501,in,,0,0,0,0,https://x.com/junshrek/status/1932347533378060532,['mecimapro'],1,mecimapro,@junshrek
SEBUT TANGGAL PASTINYA KAPAN @mecimapro ETIS KAH MENGIRIM EMAIL KE KONSUMEN JAM 11 MALAM? KERUMITAN INI TERJADI KARENA KALIAN SENDIRI PENYEBABNYA. https://t.co/YcPGA7Lqn1,1.93247956994641E+018,2025-06-10 16:46:47+00:00,@switjchaos,1.5927138438803E+018,in,,344,18,771,2071,https://x.com/switjchaos/status/1932479569946423619,['mecimapro'],1,mecimapro,@switjchaos
Capek banget gue liat nih promotor @mecimapro sesimple lu balikin duit gue yg hampir 8jt itu aja udah beres. Kelar dan urusan. Malah ngide nge-email buat kasih opsi lain. Capek sumpah capek banget gue. Gegara lu gue sakit jiwa muak juga sama day6. @mecimapro GEGARA LU,1.93255331059644E+018,2025-06-10 21:39:49+00:00,@staysixeu,3017100115,in,,0,1,0,2,https://x.com/staysixeu/status/1932553310596444330,"['mecimapro', 'mecimapro']",2,mecimapro,@staysixeu
refund konser day6 gak selesai refund konser xh juga belum ada pergerakan sebenernya nyocokin data yang dimaksud tuh yang gimana sih? ngeles mulu bisanya @mecimapro #KawalRefundMecima #MecimaRefundSekarang #MECIMA_NOT_PROfessional,1.93261268137638E+018,2025-06-11 01:35:44+00:00,@shaworenji_,9.64836290825826E+017,in,,0,0,4,3,https://x.com/shaworenji_/status/1932612681376399462,['mecimapro'],1,mecimapro,@shaworenji_
Yth Bapak Ibu Putra Putri pilihan @Kemendag @KemenPariwisata kalau mau riding the wave dan dapat dukungan publik inilah saatnya Pak/Bu yaitu dengan MENOLAK SEMUA USULAN @mecimapro untuk opsi apapun selain REFUND penuh ke rekening kami bagaimanapun caranya dengan tenggat waktu,1.93261708255185E+018,2025-06-11 01:53:13+00:00,@kangbramind,1.85164200025009E+018,in,,3,4,392,455,https://x.com/kangbramind/status/1932617082551865375,"['Kemendag', 'KemenPariwisata', 'mecimapro']",3,Kemendag,@kangbramind
Kami BUTUHNYA REFUND MASUK KE REKENING GUA BCA senilai harga tiket Orange East 2 Forever Young Day6 bukan opsi bukan alasan bertele-tele‼️ @mecimapro cc: @KemenPariwisata @Kemendag #MECIMA_NOT_PROfessional #MecimaRefundSekarang,1.93266265816531E+018,2025-06-11 04:54:19+00:00,@habitwelve,1.3137265391801E+018,in,,0,0,5,1,https://x.com/habitwelve/status/1932662658165321799,"['mecimapro', 'KemenPariwisata', 'Kemendag']",3,mecimapro,@habitwelve
@Kemendag @BPKN_RI @KemenPariwisata @mecimapro KAMIS 12 JUN 2025 08.45 D+42 KONSER @mecimapro Mana uang kami? Ini sudah lewat dari deadline ke-3 yang anda janjikan! SAYA MENOLAK KERAS OPSI LAIN YA SAYA MAU UANG TUNAI SESUAI YANG ANDA JANJIKAN DI AWAL! Segera selesaikan refund tiket day6 ! #KawalRefundMecima,1.93297727904462E+018,2025-06-12 01:44:30+00:00,@junshrek,55474501,in,,0,1,0,0,https://x.com/junshrek/status/1932977279044628831,"['Kemendag', 'BPKN_RI', 'KemenPariwisata', 'mecimapro', 'mecimapro']",5,Kemendag,@junshrek
[Imbauan Buat My Day] Hai My Day! Kami mengerti banyak yang masih berjuang untuk mendapatkan hak refund namun izinkan kami untuk mengingatkan kepada My Day yang tidak menonton konser dari MECIMAPRO hari ini untuk tidak datang ke lokasi konser demi menghindari resiko dan,1.93407433775952E+018,2025-06-15 02:23:50+00:00,@mydayberserikat,1.70958071343421E+018,in,,29,0,443,679,https://x.com/mydayberserikat/status/1934074337759531368,[],0,,@mydayberserikat
[Imbauan Buat My Day] Hai My Day! Kami mengerti banyak yang masih berjuang untuk mendapatkan hak refund namun izinkan kami untuk mengingatkan kepada My Day yang tidak menonton konser dari MECIMAPRO hari ini untuk tidak datang ke lokasi konser demi menghindari resiko dan,1.93407433775952E+018,2025-06-15 02:23:50+00:00,@mydayberserikat,1.70958071343421E+018,in,,29,0,444,679,https://x.com/mydayberserikat/status/1934074337759531368,[],0,,@mydayberserikat
Besok konser &amp;team udah selesai. W harap sih u udah MULAI GERAK LAGI buat lanjutin SEMUA PROSES REFUND baik untuk fans day6 maupun XH. Makasih @mecimapro @kemendag @BPKN_RI,1.93413389129374E+018,2025-06-15 06:20:28+00:00,@jutwdae,1.54501231509939E+018,in,,0,0,0,0,https://x.com/jutwdae/status/1934133891293741404,"['mecimapro', 'kemendag', 'BPKN_RI']",3,mecimapro,@jutwdae
@Kemendag @BPKN_RI @KemenPariwisata @mecimapro SENIN 16 JUN 2025 09.13 D+46 KONSER Selamat pagi Yth Ibu Melani event terakhir kalian sudah selesai. Sekarang segera selesaikan refund tiket day6 kami! Sudah cukup kalian mengulur waktu terus menerus! KEMBALIKAN UANG KAMI SEGERA ! #MECIMA_NOT_PROfessional #KawalRefundMecima,1.93443424976102E+018,2025-06-16 02:13:59+00:00,@junshrek,55474501,in,,0,1,0,0,https://x.com/junshrek/status/1934434249761034570,"['Kemendag', 'BPKN_RI', 'KemenPariwisata', 'mecimapro']",4,Kemendag,@junshrek
udah hari Senin nih event kalian udah beres @mecimapro berarti udah dapat modal untuk refund uang teman-teman My Day yg belum dapat haknya dong nih? Yuk bisa yuk refundnya~ #MECIMA_NOT_PROfessional #KawalRefundMecima,1.93443521296198E+018,2025-06-16 02:17:49+00:00,@ngeluhmuluuu,1.16928024953777E+018,in,,7,1,293,382,https://x.com/ngeluhmuluuu/status/1934435212961993084,['mecimapro'],1,mecimapro,@ngeluhmuluuu
udah hari Senin nih event kalian udah beres @mecimapro berarti udah dapat modal untuk refund uang teman-teman My Day yg belum dapat haknya dong nih? Yuk bisa yuk refundnya~ #MECIMA_NOT_PROfessional #KawalRefundMecima,1.93443521296198E+018,2025-06-16 02:17:49+00:00,@ngeluhmuluuu,1.16928024953777E+018,in,,7,1,293,382,https://x.com/ngeluhmuluuu/status/1934435212961993084,['mecimapro'],1,mecimapro,@ngeluhmuluuu
Konser &amp;team udah kelar gaada alasan lagi blm refund krn sibuklah inilah itulah ya jadi tolong lanjut proses refund day6 &amp; xh mulai dr hari ini ya @mecimapro,1.93453072060688E+018,2025-06-16 08:37:20+00:00,@jutwdae,1.54501231509939E+018,in,,0,0,2,0,https://x.com/jutwdae/status/1934530720606896434,['mecimapro'],1,mecimapro,@jutwdae
@xxsleepaneat @mecimapro Waduh.. refund day6 masih belum?,1.93478539363297E+018,2025-06-17 01:29:19+00:00,@fajarwarmit,162777841,in,,0,1,0,0,https://x.com/fajarwarmit/status/1934785393632989348,"['xxsleepaneat', 'mecimapro']",2,xxsleepaneat,@fajarwarmit
day6 udah mau masuk bioskop TP ELU BLM REFUND MONYEEEEWTTTT @mecimapro BNR BNR LELET BGT,1.9350120363602E+018,2025-06-17 16:29:54+00:00,@tiramishuv,1.05152814094462E+018,in,,0,0,0,0,https://x.com/tiramishuv/status/1935012036360216602,['mecimapro'],1,mecimapro,@tiramishuv
H+7 dan h-1 dari deadline untuk refund Day6 dan XH @mecimapro bisa kali refund skrg :) gausa di nanti2 lebih baik di percepat ga sih,1.93519481657872E+018,2025-06-18 04:36:13+00:00,@dhemengg,1.82442266749737E+018,in,,0,0,0,0,https://x.com/dhemengg/status/1935194816578732531,['mecimapro'],1,mecimapro,@dhemengg
buseetttt 14 september bahkan udah ngelewatin anniv day6 10 tahun bener2 lu jahatnya @mecimapro #kawalrefundmecima #MECIMA_NOT_PROfessional,1.93529804540467E+018,2025-06-18 11:26:24+00:00,@ilsanfinale,412106468,in,,0,0,1,0,https://x.com/ilsanfinale/status/1935298045404688470,['mecimapro'],1,mecimapro,@ilsanfinale
ayo oprec volunteer verifikasi data @mecimapro biar refund cepet (kalo misalnya ada duitnya sih ya). ,1.93530128472854E+018,2025-06-18 11:39:17+00:00,@pilmographie,1.38462217443088E+018,in,,0,1,2,7,https://x.com/pilmographie/status/1935301284728553502,['mecimapro'],1,mecimapro,@pilmographie
I truly wonder how @mecimapro s refund process could take as long as 4 months. I sincerely hope you are fully aware of the promoter s lack of professionalism in handling this matter @jypnation @day6official,1.93530416442864E+018,2025-06-18 11:50:43+00:00,@BusanNerdy,3760864094,en,,2,0,218,212,https://x.com/BusanNerdy/status/1935304164428652659,"['mecimapro', 'jypnation', 'day6official']",3,mecimapro,@BusanNerdy
kayaknya lebih cepet gue ngelist orang2 yang ilang sparksnya sama day6 daripada lu verifikasi data @mecimapro mau di adu?,1.93531175617763E+018,2025-06-18 12:20:53+00:00,@bibubomini,1.79147116980115E+018,in,,0,0,4,2,https://x.com/bibubomini/status/1935311756177641524,['mecimapro'],1,mecimapro,@bibubomini
yang ga balikin refund dalam bentuk duit berarti maling @mecimapro #MecimaBalikinDuitMyday #MECIMA_NOT_PROfessional,1.93532393680129E+018,2025-06-18 13:09:17+00:00,@starlightblooe,163748309,in,,0,0,2,1,https://x.com/starlightblooe/status/1935323936801308833,['mecimapro'],1,mecimapro,@starlightblooe
makanya kalo ga mampu buat acara level gede jangan sok dong @mecimapro gengsi bgt lu klo emg masih level rendah #MecimaBalikinDuitMyday #MECIMA_NOT_PROfessional,1.93534253571679E+018,2025-06-18 14:23:12+00:00,@pevensiegirls,1.46632135408126E+018,in,,0,0,1,2,https://x.com/pevensiegirls/status/1935342535716790373,['mecimapro'],1,mecimapro,@pevensiegirls
GAK MEMPAN DI IMING TICKET GRATIS :)) KAMI HANYA INGIN UANG KAMI KEMBALI (Titik) HANYA MAU REFUND BERUPA TUNAI BUKAN DEPOSIT ! @mecimapro CC : @BPKN_RI @Kemendag @KemenPariwisata @DPR_RI #KawalRefundMecima #MECIMA_NOT_PROfessional,1.93534256237157E+018,2025-06-18 14:23:18+00:00,@fanboyjaim,1.41495905579427E+018,in,,0,0,0,0,https://x.com/fanboyjaim/status/1935342562371584240,"['mecimapro', 'BPKN_RI', 'Kemendag', 'KemenPariwisata', 'DPR_RI']",5,mecimapro,@fanboyjaim
Pagi @mecimapro yg kerjaannya nyusahin orang. Jangan lupa ya jobdesk kalian buat refund tiket day6 YG BELI DI PLATFORM NAJIS KALIAN ITU. Gua mau refund full ke rekening gua bukan dlm bentuk deposit apa gk voucher2 yg gk penting itu. FULL REFUND CASH!,1.93551716193997E+018,2025-06-19 01:57:06+00:00,@nilanilavanilla,1326452558,in,,0,0,0,0,https://x.com/nilanilavanilla/status/1935517161939972387,['mecimapro'],1,mecimapro,@nilanilavanilla
MENOLAK TEGAS SEGALA BENTUK OPSI LAINNYA. KEMBALIKAN UANG PEMBELIAN TICKET FY JAKARTA MECIMASHOP MEMBERSHIP SECARA TUNAI. KAMI TIDAK BUTUH TIKET PENGGANTI SALDO DEPOSIT APAPUN ITU. @mecimapro cc: @Kemendag @KemenPariwisata @BPKN_RI #KawalRefundMecima #MECIMA_NOT_PROfessional,1.93552183358509E+018,2025-06-19 02:15:40+00:00,@lilstarlildust,1.68441188279766E+018,in,,0,0,2,0,https://x.com/lilstarlildust/status/1935521833585098890,"['mecimapro', 'Kemendag', 'KemenPariwisata', 'BPKN_RI']",4,mecimapro,@lilstarlildust
Punten @mecimapro saya belom dapet email saya belom dapet refund saya harus bagaimana ya kak? Email ke anda juga udah,1.93571217710267E+018,2025-06-19 14:52:01+00:00,@putriabyuda,268111243,in,,0,0,0,0,https://x.com/putriabyuda/status/1935712177102672156,['mecimapro'],1,mecimapro,@putriabyuda
h-1 konser tp gajadi gara2 lu @mecimapro,1.9358452248632E+018,2025-06-19 23:40:42+00:00,@leanonxh,1.68058538217662E+018,in,,0,0,2,2,https://x.com/leanonxh/status/1935845224863215777,['mecimapro'],1,mecimapro,@leanonxh
Ini karena nominal refund kita dikit jd dicuekin apa gimana deh udah tanggal 20 tapi ga ada info apapun???? @mecimapro #DesakRefundMecima #KamiBersamaVillains,1.93584963222102E+018,2025-06-19 23:58:13+00:00,@for_110602,3493554013,in,,0,0,8,0,https://x.com/for_110602/status/1935849632221032700,['mecimapro'],1,mecimapro,@for_110602
Hi @mecimapro mana ini kejelasan refundnya ya? Kok diliat liat kaya seenaknya aja deh sama villains? Krn fandom kita gak sebesar dan sebanyak itu? Jangan seenaknya kaya gini dong walaupun kecil peran kita disini itu customer kalian juga #DesakRefundMecima #KamiBersamaVillains,1.93590247473464E+018,2025-06-20 03:28:11+00:00,@odecumi,1.75401368107008E+018,in,,0,0,10,8,https://x.com/odecumi/status/1935902474734649574,['mecimapro'],1,mecimapro,@odecumi
Hari ini pukul 10.36 WIB saya menerima email dari @mecimapro yang menyatakan saya memilih opsi kedua: menunggu refund hingga 14 September 2025. Saya tidak pernah submit formulir apapun dari Mecimapro selain form pengajuan refund pada tanggal 5 April 2025. Klaim sepihak seperti https://t.co/ld3CGxCFw6,1.9359129109725E+018,2025-06-20 04:09:40+00:00,@airevsev,1.57369103694098E+018,in,,739,68,1562,3349,https://x.com/airevsev/status/1935912910972502035,['mecimapro'],1,mecimapro,@airevsev
Hari ini pukul 10.36 WIB saya menerima email dari @mecimapro yang menyatakan saya memilih opsi kedua: menunggu refund hingga 14 September 2025. Saya tidak pernah submit formulir apapun dari Mecimapro selain form pengajuan refund pada tanggal 5 April 2025. Klaim sepihak seperti https://t.co/ld3CGxCFw6,1.93591291097249E+018,2025-06-20 04:09:40+00:00,@airevsev,1.57369103694097E+018,in,,739,68,1562,3349,https://x.com/airevsev/status/1935912910972502035,['mecimapro'],1,mecimapro,@airevsev
Bukannya @mecimapro di email kemarin nentuin sendiri tanggal 21 juni ya? kenapa tiba-tiba maju dan parahnya KLAIM SEPIHAK sedangkan customer aja tidak ada mengisi form dari mereka? Bahkan masih ada yang belum dapet email opsi refund dari mereka MECIMA PLEASE STOP https://t.co/qnfvCplpIl,1.93592065237835E+018,2025-06-20 04:40:25+00:00,@junebluemoon,59763155,in,,7,3,171,209,https://x.com/junebluemoon/status/1935920652378350001,['mecimapro'],1,mecimapro,@junebluemoon
Dear Bapak/Ibu @BPKN_RI @Kemendag @KemenPariwisata: 1. Bisa dijelaskan bagian apa saja yang dipantau dari proses refund promotor Mecimapro kpd fans Day6? #MECIMA_NOT_PROfessional #MecimaRefundSekarang #MecimaBalikinDuitMyday,1.9359597412994E+018,2025-06-20 07:15:45+00:00,@Sarrah_9990,1.92438509472435E+018,in,,0,1,0,0,https://x.com/Sarrah_9990/status/1935959741299409271,"['BPKN_RI', 'Kemendag', 'KemenPariwisata']",3,BPKN_RI,@Sarrah_9990
@BPKN_RI @Kemendag @KemenPariwisata 2. Saat ini Mecimapro menunggak refund TIGA konser. Konser Day6 &amp; konser Xdinary Heroes (XH) di Jakarta dan Surabaya. Kedua konser XH ditunda hingga jangka waktu yg tdk dpt dipastikan sejak 19 Mei dan pihak Mecimapro menyediakan opsi refund -c,1.93596241831385E+018,2025-06-20 07:26:23+00:00,@Sarrah_9990,1.92438509472435E+018,in,,0,1,0,0,https://x.com/Sarrah_9990/status/1935962418313859163,"['BPKN_RI', 'Kemendag', 'KemenPariwisata']",3,BPKN_RI,@Sarrah_9990
refund day6 nggak ketemu xdiz juga nggak wakakakakaka gimana ini bro @mecimapro,1.93634052104537E+018,2025-06-21 08:28:50+00:00,@samgyeopshal,1.12892576482328E+018,in,,0,0,0,0,https://x.com/samgyeopshal/status/1936340521045373163,['mecimapro'],1,mecimapro,@samgyeopshal
REFUND @mecimapro @BPKN_RI @Kemendag @DPR_RI @KemenPariwisata #MyDayTagihMecima #MECIMA_NOT_PROfessional #JYP_CHOOSE_BETTER_PROMOTER #KawalRefundMecima https://t.co/jIuu4aHNM0,1.93771504048606E+018,2025-06-25 03:30:41+00:00,@YoungOneNa,7.50661204327014E+017,en,,1,0,190,241,https://x.com/YoungOneNa/status/1937715040486064484,"['mecimapro', 'BPKN_RI', 'Kemendag', 'DPR_RI', 'KemenPariwisata']",5,mecimapro,@YoungOneNa
maaf buat moots yg jengah liat tweet ngamuk gue. tapi ini beneran scam terstruktur by lembaga resmi plat merah @Telkomsel yg lebih ngeselin dari kasus tiket Day6 nya si @mecimapro yg juga belum refund. nomimal dibawah setengah juta aja ngaconya udah luar biasa.,1.93844223453974E+018,2025-06-27 03:40:17+00:00,@itsme_freyaa,357308656,in,,0,1,2,2,https://x.com/itsme_freyaa/status/1938442234539741353,"['Telkomsel', 'mecimapro']",2,Telkomsel,@itsme_freyaa
ini kalian beneran gak kasih statement apapun tentang refund tix day6?? gaada kejelasan sama sekali? mau kabur kah? @mecimapro gimana ya ini pak/bu? @BPKN_RI @Kemendag @KemenPariwisata,1.93855597901005E+018,2025-06-27 11:12:16+00:00,@Zeinly_,1.73464394732106E+018,in,,0,0,1,1,https://x.com/Zeinly_/status/1938555979010052207,"['mecimapro', 'BPKN_RI', 'Kemendag', 'KemenPariwisata']",4,mecimapro,@Zeinly_
Kapan refund lg @mecimapro ? Yang ilang bukan trauma tapi malah duitnya Masih blm bisa liat video 3 Mei loh ini Denger bbrp lagu day6 aja masih ada yg ku skip Udah anyep jadi ikutan ilang ya pak bu @BPKN_RI #MECIMA_NOT_PROfessional,1.93879447759197E+018,2025-06-28 02:59:59+00:00,@inamjoon1213,1108878116,in,,0,0,0,0,https://x.com/inamjoon1213/status/1938794477591970296,"['mecimapro', 'BPKN_RI']",2,mecimapro,@inamjoon1213
@nanndd @mecimapro @mecima_shop kak jangan-jangan orderannya dicancel coba cek di history pembeliannya,1.93894997276826E+018,2025-06-28 13:17:52+00:00,@TWYWLFTV,1951515212,in,,0,1,0,0,https://x.com/TWYWLFTV/status/1938949972768260595,"['nanndd', 'mecimapro', 'mecima_shop']",3,nanndd,@TWYWLFTV
@nanndd @mecimapro @mecima_shop eeeh astagfirullah coba diemail kak,1.93895171308982E+018,2025-06-28 13:24:47+00:00,@TWYWLFTV,1951515212,in,,0,0,0,0,https://x.com/TWYWLFTV/status/1938951713089823059,"['nanndd', 'mecimapro', 'mecima_shop']",3,nanndd,@TWYWLFTV
@springjellyy maap kak aku bukan ordal mecima woy @mecimapro lo jgn sampe jual album org lain,1.93895590737701E+018,2025-06-28 13:41:27+00:00,@TWYWLFTV,1951515212,in,,0,0,0,0,https://x.com/TWYWLFTV/status/1938955907377016944,"['springjellyy', 'mecimapro']",2,springjellyy,@TWYWLFTV
@checkpatterns @mecimapro Astagaaaa aku yg nonton aja trauma masih sampai sekarang kak. Hikssss. Tetep sayang day6 tapi kebayang terus pas youngk nangis di 15 menit terakhir. Mana ujan badai,1.93980847007489E+018,2025-06-30 22:09:13+00:00,@Armyday041912,1.17268699707421E+018,in,,0,1,0,0,https://x.com/Armyday041912/status/1939808470074892384,"['checkpatterns', 'mecimapro']",2,checkpatterns,@Armyday041912
REFUNDnya tolong dilanjut lagi dong ini udah bulan juli mau sampe kapan verifikasi datanya @mecimapro,1.93985954834255E+018,2025-07-01 01:32:11+00:00,@ddbbiw,293827816,in,,0,0,0,0,https://x.com/ddbbiw/status/1939859548342559186,['mecimapro'],1,mecimapro,@ddbbiw
yellow east gensale mcp bni belum refund dan cuma mau nerima refund bentuk uang tanpa opsi lain @mecimapro @BPKN_RI @ditjen_pktn @kemendag @kemenpar #KawalRefundMecima #MECIMA_NOT_PROfessional #MecimaRefundSekarang,1.93986051078432E+018,2025-07-01 01:36:01+00:00,@patenbob,1.27435558097547E+018,in,,0,0,3,8,https://x.com/patenbob/status/1939860510784331790,"['mecimapro', 'BPKN_RI', 'ditjen_pktn', 'kemendag', 'kemenpar']",5,mecimapro,@patenbob
Eh kok lu diem diem aja sih dikira kita udh lupa kah mana progres refundnya tante? @mecimapro,1.93987926804307E+018,2025-07-01 02:50:33+00:00,@ecimmatchaa,1.59435963354345E+018,in,,0,0,17,3,https://x.com/ecimmatchaa/status/1939879268043084044,['mecimapro'],1,mecimapro,@ecimmatchaa
halooo utang kamu masi banyak masih baik kita ga bungain utangnya @mecimapro,1.93988150704651E+018,2025-07-01 02:59:27+00:00,@checkpatterns,8.35178703483088E+017,in,,0,0,0,1,https://x.com/checkpatterns/status/1939881507046519003,['mecimapro'],1,mecimapro,@checkpatterns
dh sampe mana refundnya @mecimapro,1.93989178605249E+018,2025-07-01 03:40:17+00:00,@tiramishuv,1.05152814094462E+018,in,,0,0,0,0,https://x.com/tiramishuv/status/1939891786052509813,['mecimapro'],1,mecimapro,@tiramishuv
orang lain mah diem-diem nikah diem diem tunangan diem diem lamaran. lah elu didiemin malah diem beneran. lanjutin refundnya dong kak @mecimapro,1.93990068022505E+018,2025-07-01 04:15:38+00:00,@sungjinprincess,1.84560954775661E+018,in,,0,1,80,62,https://x.com/sungjinprincess/status/1939900680225050823,['mecimapro'],1,mecimapro,@sungjinprincess
REFUND IH CEPAAAAT!! @mecimapro #KawalRefundMecimaPro #mecimabalikinduitmyday,1.93991611564973E+018,2025-07-01 05:16:58+00:00,@kbjg_band,1.74511397055248E+018,in,,0,0,3,1,https://x.com/kbjg_band/status/1939916115649733092,['mecimapro'],1,mecimapro,@kbjg_band
