full_text,id_str,created_at,username,user_id_str,lang,location,quote_count,reply_count,retweet_count,favorite_count,tweet_url,mentions,mention_count,source,target,remove_user,cleaning,case_folding,tokenisasi,normalisasi,negation_converted_text,stopword_removal,stemming,to_sentence,english,polarity,sentiment
Halo mecima @mecimapro jadi gimana konser day6 teh? #JusticeForMyDayIndonesia #MyDayBerserikat #MECIMANOTPRO #MECIMA_REVISESEATMAP #MECIMA_RETURNTOJIS #MECIMA_NOT_PROfessional,1.90721976892049e+18,2025-04-01 23:53:21+00:00,@ssinta18,2538626094.0,in,Indonesia,0,0,0,0,https://x.com/ssinta18/status/1907219768920494232,['mecimapro'],1,@ssinta18,mecimapro,Halo mecima  jadi gimana konser day6 teh? #JusticeForMyDayIndonesia #MyDayBerserikat #MECIMANOTPRO #MECIMA_REVISESEATMAP #MECIMA_RETURNTOJIS #MECIMA_NOT_PROfessional,Halo mecima jadi gimana konser day teh JusticeForMyDayIndonesia MyDayBerserikat MECIMANOTPRO MECIMA_REVISESEATMAP MECIMA_RETURNTOJIS MECIMA_NOT_PROfessional,halo mecima jadi gimana konser day teh justiceformydayindonesia mydayberserikat mecimanotpro mecima_reviseseatmap mecima_returntojis mecima_not_professional,"['halo', 'mecima', 'jadi', 'gimana', 'konser', 'day', 'teh', 'justiceformydayindonesia', 'mydayberserikat', 'mecimanotpro', 'mecima_reviseseatmap', 'mecima_returntojis', 'mecima_not_professional']","['halo', 'mecima', 'jadi', 'bagaimana', 'konser', 'day', 'teh', 'justiceformydayindonesia', 'mydayberserikat', 'mecimanotpro', 'mecima_reviseseatmap', 'mecima_returntojis', 'mecima_not_professional']","['halo', 'mecima', 'jadi', 'bagaimana', 'konser', 'day', 'teh', 'justiceformydayindonesia', 'mydayberserikat', 'mecimanotpro', 'mecima_reviseseatmap', 'mecima_returntojis', 'mecima_not_professional']","['halo', 'mecima', 'konser', 'day', 'teh', 'justiceformydayindonesia', 'mydayberserikat', 'mecimanotpro', 'mecima_reviseseatmap', 'mecima_returntojis', 'mecima_not_professional']","['halo', 'mecima', 'konser', 'day', 'teh', 'justiceformydayindonesia', 'mydayberserikat', 'mecimanotpro', 'mecima reviseseatmap', 'mecima returntojis', 'mecima not professional']",halo mecima konser day teh justiceformydayindonesia mydayberserikat mecimanotpro mecima reviseseatmap mecima returntojis mecima not professional,"hello, so how about the day concert day tea justiceformyday indonesia myday associated with otpro mecima_reviseatmap mecima_rettourjis mecima_not_professional",0.0,Negative
cim batal aja cim. baru pertama kali ini ngerasa ngga papaa ngga ketemu day6 soalnya bakal lebih baik buat semuanya. biar myday dapetin haknya lagi day6 istirahat trus kalian masih bisa memperbaiki nama kalian. nurut aja cim udah @mecimapro ,1.90724623397621e+18,2025-04-02 01:38:31+00:00,@Dalnimsswi,2392259078.0,in,Indonesia,1,0,1,0,https://x.com/Dalnimsswi/status/1907246233976213735,['mecimapro'],1,@Dalnimsswi,mecimapro,cim batal aja cim. baru pertama kali ini ngerasa ngga papaa ngga ketemu day6 soalnya bakal lebih baik buat semuanya. biar myday dapetin haknya lagi day6 istirahat trus kalian masih bisa memperbaiki nama kalian. nurut aja cim udah  ,cim batal aja cim baru pertama kali ini ngerasa ngga papaa ngga ketemu day soalnya bakal lebih baik buat semuanya biar myday dapetin haknya lagi day istirahat trus kalian masih bisa memperbaiki nama kalian nurut aja cim udah ,cim batal aja cim baru pertama kali ini ngerasa ngga papaa ngga ketemu day soalnya bakal lebih baik buat semuanya biar myday dapetin haknya lagi day istirahat trus kalian masih bisa memperbaiki nama kalian nurut aja cim udah ,"['cim', 'batal', 'aja', 'cim', 'baru', 'pertama', 'kali', 'ini', 'ngerasa', 'ngga', 'papaa', 'ngga', 'ketemu', 'day', 'soalnya', 'bakal', 'lebih', 'baik', 'buat', 'semuanya', 'biar', 'myday', 'dapetin', 'haknya', 'lagi', 'day', 'istirahat', 'trus', 'kalian', 'masih', 'bisa', 'memperbaiki', 'nama', 'kalian', 'nurut', 'aja', 'cim', 'udah']","['cim', 'batal', 'saja', 'cim', 'baru', 'pertama', 'kali', 'ini', 'merasa', 'enggak', 'papaa', 'enggak', 'ketemu', 'day', 'soalnya', 'bakal', 'lebih', 'baik', 'buat', 'semuanya', 'biar', 'myday', 'mendapatkan', 'haknya', 'lagi', 'day', 'istirahat', 'terus', 'kalian', 'masih', 'bisa', 'memperbaiki', 'nama', 'kalian', 'nurut', 'saja', 'cim', 'sudah']","['cim', 'batal', 'saja', 'cim', 'baru', 'pertama', 'kali', 'ini', 'merasa', 'enggak_papaa', 'enggak_ketemu', 'day', 'soalnya', 'bakal', 'lebih', 'baik', 'buat', 'semuanya', 'biar', 'myday', 'mendapatkan', 'haknya', 'lagi', 'day', 'istirahat', 'terus', 'kalian', 'masih', 'bisa', 'memperbaiki', 'nama', 'kalian', 'nurut', 'saja', 'cim', 'sudah']","['cim', 'batal', 'saja', 'cim', 'kali', 'enggak_papaa', 'enggak_ketemu', 'day', 'biar', 'myday', 'haknya', 'day', 'istirahat', 'memperbaiki', 'nama', 'nurut', 'saja', 'cim']","['cim', 'batal', 'saja', 'cim', 'kali', 'enggak papaa', 'enggak ketemu', 'day', 'biar', 'myday', 'hak', 'day', 'istirahat', 'baik', 'nama', 'nurut', 'saja', 'cim']",cim batal saja cim kali enggak papaa enggak ketemu day biar myday hak day istirahat baik nama nurut saja cim,"Cim just canceled CIM for the first time this time I didn't feel like I didn't meet the day because it would be better for everyone so that myDay got his rights again, then you could still fix your name, just according to CIM already",0.375,Positive
Cim refund ato cancel aja @mecimapro Udah capekk weee Day6 juga capekk #JusticeForMyDayIndonesia #MECIMA_NOT_PROfessional,1.90739321986603e+18,2025-04-02 11:22:35+00:00,@susay_n,7.97794022429315e+17,in,Indonesia,0,0,0,2,https://x.com/susay_n/status/1907393219866038419,['mecimapro'],1,@susay_n,mecimapro,Cim refund ato cancel aja  Udah capekk weee Day6 juga capekk #JusticeForMyDayIndonesia #MECIMA_NOT_PROfessional,Cim refund ato cancel aja Udah capekk wee Day juga capekk JusticeForMyDayIndonesia MECIMA_NOT_PROfessional,cim refund ato cancel aja udah capekk wee day juga capekk justiceformydayindonesia mecima_not_professional,"['cim', 'refund', 'ato', 'cancel', 'aja', 'udah', 'capekk', 'wee', 'day', 'juga', 'capekk', 'justiceformydayindonesia', 'mecima_not_professional']","['cim', 'refund', 'atau', 'cancel', 'saja', 'sudah', 'capekk', 'wee', 'day', 'juga', 'capekk', 'justiceformydayindonesia', 'mecima_not_professional']","['cim', 'refund', 'atau', 'cancel', 'saja', 'sudah', 'capekk', 'wee', 'day', 'juga', 'capekk', 'justiceformydayindonesia', 'mecima_not_professional']","['cim', 'refund', 'cancel', 'saja', 'capekk', 'wee', 'day', 'capekk', 'justiceformydayindonesia', 'mecima_not_professional']","['cim', 'refund', 'cancel', 'saja', 'capekk', 'wee', 'day', 'capekk', 'justiceformydayindonesia', 'mecima not professional']",cim refund cancel saja capekk wee day capekk justiceformydayindonesia mecima not professional,com Refund or just cancel already tired of wee day is also tired justiceformydayindonesia mecima_not_professional,-0.4,Negative
bikin opsi repricing seharga festivalan dong... @mecimapro msh pengen nonton day6 jujur,1.90743671942486e+18,2025-04-02 14:15:27+00:00,@sommersoultice,1.84642039760198e+18,in,Indonesia,0,1,0,0,https://x.com/sommersoultice/status/1907436719424868561,['mecimapro'],1,@sommersoultice,mecimapro,bikin opsi repricing seharga festivalan dong...  msh pengen nonton day6 jujur,bikin opsi repricing seharga festivalan dong msh pengen nonton day jujur,bikin opsi repricing seharga festivalan dong msh pengen nonton day jujur,"['bikin', 'opsi', 'repricing', 'seharga', 'festivalan', 'dong', 'msh', 'pengen', 'nonton', 'day', 'jujur']","['bikin', 'opsi', 'repricing', 'seharga', 'festivalan', 'dong', 'masih', 'pengin', 'menonton', 'day', 'jujur']","['bikin', 'opsi', 'repricing', 'seharga', 'festivalan', 'dong', 'masih', 'pengin', 'menonton', 'day', 'jujur']","['bikin', 'opsi', 'repricing', 'seharga', 'festivalan', 'pengin', 'menonton', 'day', 'jujur']","['bikin', 'opsi', 'repricing', 'harga', 'festival', 'pengin', 'tonton', 'day', 'jujur']",bikin opsi repricing harga festival pengin tonton day jujur,"make a repricing option for the festivalam, I still want to watch Honest Day",0.6,Positive
Yg kukhwatirkan sekarang adalah apakah refundnya bakal cepet dan no deposit??? @mecimapro awas aja ya kalo lama,1.90744168408827e+18,2025-04-02 14:35:10+00:00,@foxyi_nie,1.33555378190845e+18,in,Indonesia,0,1,1,4,https://x.com/foxyi_nie/status/1907441684088279355,['mecimapro'],1,@foxyi_nie,mecimapro,Yg kukhwatirkan sekarang adalah apakah refundnya bakal cepet dan no deposit???  awas aja ya kalo lama,Yg kukhwatirkan sekarang adalah apakah refundnya bakal cepet dan no deposit awas aja ya kalo lama,yg kukhwatirkan sekarang adalah apakah refundnya bakal cepet dan no deposit awas aja ya kalo lama,"['yg', 'kukhwatirkan', 'sekarang', 'adalah', 'apakah', 'refundnya', 'bakal', 'cepet', 'dan', 'no', 'deposit', 'awas', 'aja', 'ya', 'kalo', 'lama']","['yang', 'kukhwatirkan', 'sekarang', 'adalah', 'apakah', 'refundnya', 'bakal', 'cepat', 'dan', 'no', 'deposit', 'awas', 'saja', 'ya', 'kalo', 'lama']","['yang', 'kukhwatirkan', 'sekarang', 'adalah', 'apakah', 'refundnya', 'bakal', 'cepat', 'dan', 'no', 'deposit', 'awas', 'saja', 'ya', 'kalo', 'lama']","['yang', 'kukhwatirkan', 'refundnya', 'cepat', 'deposit', 'awas', 'saja']","['yang', 'kukhwatirkan', 'refundnya', 'cepat', 'deposit', 'awas', 'saja']",yang kukhwatirkan refundnya cepat deposit awas saja,What is feared now is whether the refund will be fast and no deposit is alert if it takes a long time,0.07500000000000001,Positive
kalau kmrn beli 2 tix terus mau direfund salah 1 aja bisa ga ya? @mecimapro krna 2tix itu seingetku kmrn order id nya sama #DAY6_3RD_WORLDTOUR #day6,1.90744241895546e+18,2025-04-02 14:38:05+00:00,@choinoona,1.13880146089895e+18,in,Indonesia,0,0,1,0,https://x.com/choinoona/status/1907442418955469069,['mecimapro'],1,@choinoona,mecimapro,kalau kmrn beli 2 tix terus mau direfund salah 1 aja bisa ga ya?  krna 2tix itu seingetku kmrn order id nya sama #DAY6_3RD_WORLDTOUR #day6,kalau kmrn beli tix terus mau direfund salah aja bisa ga ya krna tix itu seingetku kmrn order id nya sama DAY _ RD_WORLDTOUR day ,kalau kmrn beli tix terus mau direfund salah aja bisa ga ya krna tix itu seingetku kmrn order id nya sama day _ rd_worldtour day ,"['kalau', 'kmrn', 'beli', 'tix', 'terus', 'mau', 'direfund', 'salah', 'aja', 'bisa', 'ga', 'ya', 'krna', 'tix', 'itu', 'seingetku', 'kmrn', 'order', 'id', 'nya', 'sama', 'day', '_', 'rd_worldtour', 'day']","['kalau', 'kemarin', 'beli', 'tix', 'terus', 'mau', 'direfund', 'salah', 'saja', 'bisa', 'enggak', 'ya', 'karena', 'tix', 'itu', 'seingetku', 'kemarin', 'order', 'id', 'nya', 'sama', 'day', '_', 'rd_worldtour', 'day']","['kalau', 'kemarin', 'beli', 'tix', 'terus', 'mau', 'direfund', 'salah', 'saja', 'bisa', 'enggak_ya', 'karena', 'tix', 'itu', 'seingetku', 'kemarin', 'order', 'id', 'nya', 'sama', 'day', '_', 'rd_worldtour', 'day']","['kemarin', 'beli', 'tix', 'mau', 'direfund', 'salah', 'saja', 'enggak_ya', 'tix', 'seingetku', 'kemarin', 'order', 'id', 'day', '_', 'rd_worldtour', 'day']","['kemarin', 'beli', 'tix', 'mau', 'direfund', 'salah', 'saja', 'enggak ya', 'tix', 'seingetku', 'kemarin', 'order', 'id', 'day', '', 'rd worldtour', 'day']",kemarin beli tix mau direfund salah saja enggak ya tix seingetku kemarin order id day  rd worldtour day,"If yesterday I bought TIX, I want to refund wrong, it can be wrong, because TIX is as much as I can order the ID with day _ rd_worldtour day",-0.26666666666666666,Negative
@dowoonatic @mecimapro KAWAL SAMPE TUNTASS ,1.90744360996591e+18,2025-04-02 14:42:49+00:00,@foxyi_nie,1.33555378190845e+18,in,Indonesia,0,0,0,1,https://x.com/foxyi_nie/status/1907443609965912412,"['dowoonatic', 'mecimapro']",2,@foxyi_nie,dowoonatic,  KAWAL SAMPE TUNTASS , KAWAL SAMPE TUNTASS , kawal sampe tuntass ,"['kawal', 'sampe', 'tuntass']","['kawal', 'sampai', 'tuntass']","['kawal', 'sampai', 'tuntass']","['kawal', 'tuntass']","['kawal', 'tuntass']",kawal tuntass,guard to complete,0.1,Positive
so hopefully @mecimapro jga mempertimbangkan case2 yang sepertiku ini biar kita yang dirugikan bisa tetap nonton tanpa perlu refund atau upgrade dan nambah lagi biayanya. Please kembalikan spark kami buat nonton konser Day6 sesuai dg yg kami inginkan #JusticeForMyDayIndonesia,1.90744670776555e+18,2025-04-02 14:55:08+00:00,@mydaylistory,1.68104587917489e+18,in,Indonesia,0,0,0,0,https://x.com/mydaylistory/status/1907446707765559480,['mecimapro'],1,@mydaylistory,mecimapro,so hopefully  jga mempertimbangkan case2 yang sepertiku ini biar kita yang dirugikan bisa tetap nonton tanpa perlu refund atau upgrade dan nambah lagi biayanya. Please kembalikan spark kami buat nonton konser Day6 sesuai dg yg kami inginkan #JusticeForMyDayIndonesia,so hopefully jga mempertimbangkan case yang sepertiku ini biar kita yang dirugikan bisa tetap nonton tanpa perlu refund atau upgrade dan nambah lagi biayanya Please kembalikan spark kami buat nonton konser Day sesuai dg yg kami inginkan JusticeForMyDayIndonesia,so hopefully jga mempertimbangkan case yang sepertiku ini biar kita yang dirugikan bisa tetap nonton tanpa perlu refund atau upgrade dan nambah lagi biayanya please kembalikan spark kami buat nonton konser day sesuai dg yg kami inginkan justiceformydayindonesia,"['so', 'hopefully', 'jga', 'mempertimbangkan', 'case', 'yang', 'sepertiku', 'ini', 'biar', 'kita', 'yang', 'dirugikan', 'bisa', 'tetap', 'nonton', 'tanpa', 'perlu', 'refund', 'atau', 'upgrade', 'dan', 'nambah', 'lagi', 'biayanya', 'please', 'kembalikan', 'spark', 'kami', 'buat', 'nonton', 'konser', 'day', 'sesuai', 'dg', 'yg', 'kami', 'inginkan', 'justiceformydayindonesia']","['sok', 'hopefully', 'juga', 'mempertimbangkan', 'case', 'yang', 'sepertiku', 'ini', 'biar', 'kita', 'yang', 'dirugikan', 'bisa', 'tetap', 'menonton', 'tanpa', 'perlu', 'refund', 'atau', 'upgrade', 'dan', 'menambah', 'lagi', 'biayanya', 'please', 'kembalikan', 'spark', 'kami', 'buat', 'menonton', 'konser', 'day', 'sesuai', 'dengan', 'yang', 'kami', 'inginkan', 'justiceformydayindonesia']","['sok', 'hopefully', 'juga', 'mempertimbangkan', 'case', 'yang', 'sepertiku', 'ini', 'biar', 'kita', 'yang', 'dirugikan', 'bisa', 'tetap', 'menonton', 'tanpa', 'perlu', 'refund', 'atau', 'upgrade', 'dan', 'menambah', 'lagi', 'biayanya', 'please', 'kembalikan', 'spark', 'kami', 'buat', 'menonton', 'konser', 'day', 'sesuai', 'dengan', 'yang', 'kami', 'inginkan', 'justiceformydayindonesia']","['sok', 'hopefully', 'mempertimbangkan', 'case', 'yang', 'sepertiku', 'biar', 'yang', 'dirugikan', 'menonton', 'refund', 'upgrade', 'menambah', 'biayanya', 'please', 'kembalikan', 'spark', 'menonton', 'konser', 'day', 'sesuai', 'yang', 'justiceformydayindonesia']","['sok', 'hopefully', 'timbang', 'case', 'yang', 'seperti', 'biar', 'yang', 'rugi', 'tonton', 'refund', 'upgrade', 'tambah', 'biaya', 'please', 'kembali', 'spark', 'tonton', 'konser', 'day', 'sesuai', 'yang', 'justiceformydayindonesia']",sok hopefully timbang case yang seperti biar yang rugi tonton refund upgrade tambah biaya please kembali spark tonton konser day sesuai yang justiceformydayindonesia,So hopeful also considers this case like me so that we who are harmed can keep watching without the need to refund or upgrade and add more please return our spark to watch the concert day according to what we want justiceformydayindonesia,0.5,Positive
standard gw kalo day6 di outdoor tuh minimal gini cim. pertanyaannya lu bisa ga ntar? @mecimapro https://t.co/Y1pomVrUW8,1.90744920469342e+18,2025-04-02 15:05:03+00:00,@songil,62308645.0,in,Indonesia,7,4,81,388,https://x.com/songil/status/1907449204693422521,['mecimapro'],1,@songil,mecimapro,standard gw kalo day6 di outdoor tuh minimal gini cim. pertanyaannya lu bisa ga ntar?  https://t.co/Y1pomVrUW8,standard gw kalo day di outdoor tuh minimal gini cim pertanyaannya lu bisa ga ntar ,standard gw kalo day di outdoor tuh minimal gini cim pertanyaannya lu bisa ga ntar ,"['standard', 'gw', 'kalo', 'day', 'di', 'outdoor', 'tuh', 'minimal', 'gini', 'cim', 'pertanyaannya', 'lu', 'bisa', 'ga', 'ntar']","['standard', 'gue', 'kalo', 'day', 'di', 'outdoor', 'tuh', 'minimal', 'begini', 'cim', 'pertanyaannya', 'lu', 'bisa', 'enggak', 'entar']","['standard', 'gue', 'kalo', 'day', 'di', 'outdoor', 'tuh', 'minimal', 'begini', 'cim', 'pertanyaannya', 'lu', 'bisa', 'enggak_entar']","['standard', 'gue', 'day', 'outdoor', 'minimal', 'cim', 'pertanyaannya', 'lu', 'enggak_entar']","['standard', 'gue', 'day', 'outdoor', 'minimal', 'cim', 'tanya', 'lu', 'enggak entar']",standard gue day outdoor minimal cim tanya lu enggak entar,"Standard, my day is outdoor, at least, the question is, you can",-0.15,Negative
mohon izin bapak/ibu @BPKN_RI untuk pemantauan refund dari tiketing day6 dari tgl 14 - 18 april 2025 agar berjalan dengan lancar dan cepat sesuai dengan tnc @mecimapro sertakan.,1.90764579904937e+18,2025-04-03 04:06:15+00:00,@xzlailnmf,1.84142961746035e+18,in,Indonesia,0,0,0,0,https://x.com/xzlailnmf/status/1907645799049371858,"['BPKN_RI', 'mecimapro']",2,@xzlailnmf,BPKN_RI,mohon izin bapak/ibu  untuk pemantauan refund dari tiketing day6 dari tgl 14 - 18 april 2025 agar berjalan dengan lancar dan cepat sesuai dengan tnc  sertakan.,mohon izin bapak ibu untuk pemantauan refund dari tiketing day dari tgl april agar berjalan dengan lancar dan cepat sesuai dengan tnc sertakan ,mohon izin bapak ibu untuk pemantauan refund dari tiketing day dari tgl april agar berjalan dengan lancar dan cepat sesuai dengan tnc sertakan ,"['mohon', 'izin', 'bapak', 'ibu', 'untuk', 'pemantauan', 'refund', 'dari', 'tiketing', 'day', 'dari', 'tgl', 'april', 'agar', 'berjalan', 'dengan', 'lancar', 'dan', 'cepat', 'sesuai', 'dengan', 'tnc', 'sertakan']","['mohon', 'izin', 'bapak', 'ibu', 'untuk', 'pemantauan', 'refund', 'dari', 'tiketing', 'day', 'dari', 'tanggal', 'april', 'agar', 'berjalan', 'dengan', 'lancar', 'dan', 'cepat', 'sesuai', 'dengan', 'tnc', 'sertakan']","['mohon', 'izin', 'bapak', 'ibu', 'untuk', 'pemantauan', 'refund', 'dari', 'tiketing', 'day', 'dari', 'tanggal', 'april', 'agar', 'berjalan', 'dengan', 'lancar', 'dan', 'cepat', 'sesuai', 'dengan', 'tnc', 'sertakan']","['mohon', 'izin', 'pemantauan', 'refund', 'tiketing', 'day', 'tanggal', 'april', 'berjalan', 'lancar', 'cepat', 'sesuai', 'tnc', 'sertakan']","['mohon', 'izin', 'pantau', 'refund', 'tiketing', 'day', 'tanggal', 'april', 'jalan', 'lancar', 'cepat', 'sesuai', 'tnc', 'serta']",mohon izin pantau refund tiketing day tanggal april jalan lancar cepat sesuai tnc serta,ask for permission from ladies and gentlemen to monitor refund in ticketing day from April so that it runs smoothly and quickly in accordance with TNC included,0.3666666666666667,Positive
mecima minimal itu form nama lengkap jelasin nama lengkap pemilik tiket atau pemilik akun @mecimapro jangan sampe perkara nama itu jadi gak jelas dana refund gua cim,1.90768084076064e+18,2025-04-03 06:25:30+00:00,@kariudonk,9.27040397771026e+17,in,Indonesia,1,0,0,0,https://x.com/kariudonk/status/1907680840760648112,['mecimapro'],1,@kariudonk,mecimapro,mecima minimal itu form nama lengkap jelasin nama lengkap pemilik tiket atau pemilik akun  jangan sampe perkara nama itu jadi gak jelas dana refund gua cim,mecima minimal itu form nama lengkap jelasin nama lengkap pemilik tiket atau pemilik akun jangan sampe perkara nama itu jadi gak jelas dana refund gua cim,mecima minimal itu form nama lengkap jelasin nama lengkap pemilik tiket atau pemilik akun jangan sampe perkara nama itu jadi gak jelas dana refund gua cim,"['mecima', 'minimal', 'itu', 'form', 'nama', 'lengkap', 'jelasin', 'nama', 'lengkap', 'pemilik', 'tiket', 'atau', 'pemilik', 'akun', 'jangan', 'sampe', 'perkara', 'nama', 'itu', 'jadi', 'gak', 'jelas', 'dana', 'refund', 'gua', 'cim']","['mecima', 'minimal', 'itu', 'form', 'nama', 'lengkap', 'jelasin', 'nama', 'lengkap', 'pemilik', 'tiket', 'atau', 'pemilik', 'akun', 'jangan', 'sampai', 'perkara', 'nama', 'itu', 'jadi', 'enggak', 'jelas', 'dana', 'refund', 'gua', 'cim']","['mecima', 'minimal', 'itu', 'form', 'nama', 'lengkap', 'jelasin', 'nama', 'lengkap', 'pemilik', 'tiket', 'atau', 'pemilik', 'akun', 'jangan_sampai', 'perkara', 'nama', 'itu', 'jadi', 'enggak_jelas', 'dana', 'refund', 'gua', 'cim']","['mecima', 'minimal', 'form', 'nama', 'lengkap', 'jelasin', 'nama', 'lengkap', 'pemilik', 'tiket', 'pemilik', 'akun', 'jangan_sampai', 'perkara', 'nama', 'enggak_jelas', 'dana', 'refund', 'gua', 'cim']","['mecima', 'minimal', 'form', 'nama', 'lengkap', 'jelasin', 'nama', 'lengkap', 'milik', 'tiket', 'milik', 'akun', 'jangan sampai', 'perkara', 'nama', 'enggak jelas', 'dana', 'refund', 'gua', 'cim']",mecima minimal form nama lengkap jelasin nama lengkap milik tiket milik akun jangan sampai perkara nama enggak jelas dana refund gua cim,"at least the full name form, explain the full name of the ticket owner or account owner not until the case is so unclear the CIM CIM refund funds",0.13333333333333333,Positive
Pliss nanya tiket konser day6 ada penjualan on the spot di hari H tgl 3 mei itu ga sih ? @mecimapro,1.90772938262778e+18,2025-04-03 09:38:23+00:00,@wendaesik,1478979781.0,in,Indonesia,0,0,0,0,https://x.com/wendaesik/status/1907729382627787020,['mecimapro'],1,@wendaesik,mecimapro,Pliss nanya tiket konser day6 ada penjualan on the spot di hari H tgl 3 mei itu ga sih ? ,Pliss nanya tiket konser day ada penjualan on the spot di hari H tgl mei itu ga sih ,pliss nanya tiket konser day ada penjualan on the spot di hari h tgl mei itu ga sih ,"['pliss', 'nanya', 'tiket', 'konser', 'day', 'ada', 'penjualan', 'on', 'the', 'spot', 'di', 'hari', 'h', 'tgl', 'mei', 'itu', 'ga', 'sih']","['pliss', 'bertanya', 'tiket', 'konser', 'day', 'ada', 'penjualan', 'on', 'the', 'spot', 'di', 'hari', 'h', 'tanggal', 'mei', 'itu', 'enggak', 'sih']","['pliss', 'bertanya', 'tiket', 'konser', 'day', 'ada', 'penjualan', 'on', 'the', 'spot', 'di', 'hari', 'h', 'tanggal', 'mei', 'itu', 'enggak_sih']","['pliss', 'tiket', 'konser', 'day', 'penjualan', 'on', 'the', 'spot', 'h', 'tanggal', 'mei', 'enggak_sih']","['pliss', 'tiket', 'konser', 'day', 'jual', 'on', 'the', 'spot', 'h', 'tanggal', 'mei', 'enggak sih']",pliss tiket konser day jual on the spot h tanggal mei enggak sih,Pliss asked the concert day ticket there was a sales on the spot on the day of May the May,0.0,Negative
haha gabisa tidur... first concert day6 gue berakhir sad ending dan gue harus letting go semua ini gara elu @mecimapro,1.90786309367543e+18,2025-04-03 18:29:42+00:00,@happy_withbbrie,1.59251212507058e+18,in,Indonesia,0,0,0,0,https://x.com/happy_withbbrie/status/1907863093675438555,['mecimapro'],1,@happy_withbbrie,mecimapro,haha gabisa tidur... first concert day6 gue berakhir sad ending dan gue harus letting go semua ini gara elu ,haha gabisa tidur first concert day gue berakhir sad ending dan gue harus letting go semua ini gara elu ,haha gabisa tidur first concert day gue berakhir sad ending dan gue harus letting go semua ini gara elu ,"['haha', 'gabisa', 'tidur', 'first', 'concert', 'day', 'gue', 'berakhir', 'sad', 'ending', 'dan', 'gue', 'harus', 'letting', 'go', 'semua', 'ini', 'gara', 'elu']","['haha', 'enggak bisa', 'tidur', 'first', 'concert', 'day', 'gue', 'berakhir', 'sad', 'ending', 'dan', 'gue', 'harus', 'letting', 'go', 'semua', 'ini', 'gara', 'lu']","['haha', 'enggak bisa', 'tidur', 'first', 'concert', 'day', 'gue', 'berakhir', 'sad', 'ending', 'dan', 'gue', 'harus', 'letting', 'go', 'semua', 'ini', 'gara', 'lu']","['haha', 'enggak bisa', 'tidur', 'first', 'concert', 'day', 'gue', 'sad', 'ending', 'gue', 'letting', 'go', 'gara', 'lu']","['haha', 'enggak bisa', 'tidur', 'first', 'concert', 'day', 'gue', 'sad', 'ending', 'gue', 'letting', 'go', 'gara', 'lu']",haha enggak bisa tidur first concert day gue sad ending gue letting go gara lu,"haha I can't sleep first concert day, I ended the sad ending and I have to let it go all this because of you",-0.016666666666666663,Negative
Memutuskan untuk refund DAY6 and already filled the refund form... Jangan lama lamain refundnya gue udah males berurusan sama kalian SUMPAAAAH @mecimapro,1.90800447573604e+18,2025-04-04 03:51:30+00:00,@sweetchaotics,1.18808796122664e+18,in,Indonesia,0,0,0,0,https://x.com/sweetchaotics/status/1908004475736043587,['mecimapro'],1,@sweetchaotics,mecimapro,Memutuskan untuk refund DAY6 and already filled the refund form... Jangan lama lamain refundnya gue udah males berurusan sama kalian SUMPAAAAH ,Memutuskan untuk refund DAY and already filled the refund form Jangan lama lamain refundnya gue udah males berurusan sama kalian SUMPAAH ,memutuskan untuk refund day and already filled the refund form jangan lama lamain refundnya gue udah males berurusan sama kalian sumpaah ,"['memutuskan', 'untuk', 'refund', 'day', 'and', 'already', 'filled', 'the', 'refund', 'form', 'jangan', 'lama', 'lamain', 'refundnya', 'gue', 'udah', 'males', 'berurusan', 'sama', 'kalian', 'sumpaah']","['memutuskan', 'untuk', 'refund', 'day', 'and', 'already', 'filled', 'the', 'refund', 'form', 'jangan', 'lama', 'lamain', 'refundnya', 'gue', 'sudah', 'malas', 'berurusan', 'sama', 'kalian', 'sumpaah']","['memutuskan', 'untuk', 'refund', 'day', 'and', 'already', 'filled', 'the', 'refund', 'form', 'jangan_lama', 'lamain', 'refundnya', 'gue', 'sudah', 'malas', 'berurusan', 'sama', 'kalian', 'sumpaah']","['memutuskan', 'refund', 'day', 'and', 'already', 'filled', 'the', 'refund', 'form', 'jangan_lama', 'lamain', 'refundnya', 'gue', 'malas', 'berurusan', 'sumpaah']","['putus', 'refund', 'day', 'and', 'already', 'filled', 'the', 'refund', 'form', 'jangan lama', 'lamain', 'refundnya', 'gue', 'malas', 'urus', 'sumpaah']",putus refund day and already filled the refund form jangan lama lamain refundnya gue malas urus sumpaah,"decided to refund day and already filled the refund form, don't take long for the refund, I am lazy to deal with you guys",0.03333333333333335,Positive
